Working Since (Date),Gender,Work Type,Pay Grade,Current Resources,Mental Fatigue Score,Burn Rate,Employee Position
2021-11-01,Female,Organised,1,7,7.3,0,Janitor
2021-11-15,Male,Organised,1,10,0.8,0.37,Kitchen Helper
2023-07-26,Male,Organised,0,5,2.6,0.42,Maintenance Staff
2020-08-10,Female,Unorganised,1,3,5.3,0.4,Cleaner
2024-12-14,Male,Unorganised,1,9,7.5,0.29,Janitor
2018-03-13,Female,Unorganised,1,5,8,0.44,Kitchen Helper
2018-09-29,Male,Organised,2,8,7.6,0.91,Laundry Attendant
2020-05-02,Male,Unorganised,2,9,5.8,0.61,Janitor
2018-05-03,Male,Organised,4,3,3.9,0.71,Housekeeper
2018-07-22,Female,Unorganised,4,4,5,0.47,Janitor
2023-10-28,Female,Unorganised,1,9,5.4,0.33,Cleaner
2020-02-27,Female,Organised,2,5,9.1,0.57,Laundry Attendant
2024-02-19,Male,Unorganised,1,8,6.4,0.27,Housekeeper
2021-08-10,Male,Unorganised,4,1,6.7,0.67,Maintenance Staff
2020-08-01,Female,Unorganised,2,1,3.1,0.35,Cook
2020-01-25,Male,Organised,4,4,4.4,0.19,Cook
2018-07-04,Female,Unorganised,1,3,6.7,0.28,Housekeeper
2020-01-26,Male,Unorganised,0,9,4.1,0.5,Janitor
2019-01-21,Male,Unorganised,4,1,6.6,0.16,Laundry Attendant
2018-03-16,Female,Organised,4,6,3.8,0,Laundry Attendant
2023-10-21,Female,Organised,1,8,6.4,0.91,Cleaner
2021-08-01,Male,Unorganised,0,6,5.9,0.52,Laundry Attendant
2024-09-18,Male,Unorganised,2,8,0.8,0.51,Kitchen Helper
2021-04-03,Female,Unorganised,1,6,3.9,0.45,Cook
2018-05-21,Male,Unorganised,3,3,7,0.8,Kitchen Helper
2023-09-30,Male,Unorganised,3,3,8.2,0.63,Cook
2018-01-02,Female,Unorganised,4,10,5.3,0.19,Cleaner
2019-04-28,Male,Unorganised,1,1,2.6,0.5,Maintenance Staff
2023-11-20,Male,Unorganised,2,1,1.8,0.56,Kitchen Helper
2018-01-31,Male,Unorganised,0,10,5.6,0.67,Housekeeping Manager
2022-12-27,Female,Organised,1,5,6.8,0.35,Housekeeper
2022-06-09,Male,Unorganised,0,1,10,0.35,Janitor
2020-01-21,Male,Organised,3,8,4,0.81,Security Guard
2023-03-06,Male,Unorganised,0,8,1.8,0.79,Cook
2020-04-04,Female,Unorganised,0,2,4.1,0.32,Maintenance Staff
2023-12-26,Female,Unorganised,1,6,5.5,0.38,Janitor
2022-12-03,Male,Unorganised,2,2,7.6,0.51,Housekeeping Manager
2023-07-30,Male,Unorganised,0,7,6.7,0.4,Kitchen Helper
2020-11-12,Female,Unorganised,0,8,4.3,0.34,Cleaner
2020-10-06,Female,Organised,1,5,8.3,0.52,Housekeeper
2021-12-20,Male,Unorganised,1,10,7.4,0.2,Cleaner
2022-10-04,Female,Unorganised,0,10,4.9,0.4,Kitchen Helper
2021-03-04,Female,Unorganised,2,7,6.4,0.61,Janitor
2019-05-23,Male,Unorganised,0,3,5.8,0.7,Cook
2023-06-03,Male,Unorganised,3,1,5.7,0.5,Housekeeper
2021-04-26,Male,Organised,0,8,4,0.33,Security Guard
2018-02-12,Female,Unorganised,1,1,5.5,0.45,Janitor
2019-02-18,Male,Unorganised,4,5,4,0.57,Laundry Attendant
2021-02-14,Female,Organised,1,9,5.8,0.48,Janitor
2020-12-21,Female,Organised,3,9,7.4,0.55,Janitor
2022-08-23,Male,Organised,1,1,5.1,0.53,Cook
2022-03-26,Female,Organised,1,3,2.9,0.27,Housekeeping Manager
2022-07-14,Male,Organised,4,5,7,0.51,Housekeeping Manager
2024-09-03,Male,Unorganised,4,7,6,0.66,Housekeeping Manager
2022-11-23,Female,Organised,1,2,8.7,0.31,Housekeeper
2020-04-29,Female,Organised,3,3,4.9,0.81,Housekeeper
2020-04-29,Male,Organised,1,7,4,0.46,Laundry Attendant
2023-07-25,Male,Unorganised,2,9,6.1,0.59,Janitor
2023-12-13,Male,Unorganised,3,9,3.1,0.37,Laundry Attendant
2019-02-11,Male,Unorganised,3,3,5,0.32,Cleaner
2022-07-09,Male,Unorganised,3,4,9.2,0.41,Janitor
2020-08-28,Male,Organised,4,5,8.2,0.47,Housekeeper
2021-06-22,Male,Unorganised,2,9,3.9,0.18,Maintenance Staff
2018-12-07,Male,Organised,1,5,6,0.43,Kitchen Helper
2024-03-17,Female,Organised,1,2,6.9,0.33,Kitchen Helper
2018-12-30,Female,Unorganised,2,1,8.2,0.45,Janitor
2024-01-26,Male,Organised,0,1,2,0.72,Laundry Attendant
2021-07-08,Female,Unorganised,2,2,7.5,0.16,Janitor
2023-12-15,Female,Unorganised,4,9,6.1,0.11,Maintenance Staff
2022-02-04,Female,Unorganised,4,10,7.4,0.45,Laundry Attendant
2022-11-05,Male,Unorganised,4,8,7.5,0.44,Cook
2019-01-07,Female,Organised,0,4,0,0.46,Cleaner
2022-08-15,Female,Organised,2,3,7.6,0.18,Janitor
2024-11-27,Male,Unorganised,2,5,7.5,0.45,Maintenance Staff
2022-05-20,Female,Unorganised,1,4,3.1,0.53,Laundry Attendant
2021-04-04,Male,Unorganised,3,9,7.3,0.11,Laundry Attendant
2021-11-19,Male,Unorganised,0,1,4.7,0.33,Housekeeping Manager
2023-07-30,Male,Unorganised,1,4,7.5,0.04,Janitor
2019-05-19,Female,Organised,4,4,6.4,0.11,Laundry Attendant
2024-07-11,Male,Organised,0,3,9.1,0.22,Kitchen Helper
2022-03-27,Male,Unorganised,0,3,5.8,0.62,Janitor
2022-07-06,Male,Unorganised,2,5,5.6,0.26,Kitchen Helper
2022-02-28,Female,Unorganised,0,2,4.1,0.61,Cook
2021-04-26,Female,Organised,2,8,7.6,0.33,Laundry Attendant
2021-03-13,Female,Organised,3,4,2.9,0.44,Kitchen Helper
2024-12-02,Male,Unorganised,4,2,3.6,0.68,Housekeeper
2019-11-06,Female,Organised,1,6,8.7,0.43,Janitor
2024-06-17,Male,Organised,3,10,3.8,0.61,Cook
2022-05-24,Female,Organised,3,6,5.5,0.61,Laundry Attendant
2024-11-09,Female,Unorganised,0,6,5,0.51,Cleaner
2021-11-22,Female,Unorganised,0,4,0,0.35,Housekeeping Manager
2021-11-21,Male,Organised,2,2,10,0.47,Laundry Attendant
2018-10-14,Female,Organised,4,1,7.3,0.04,Kitchen Helper
2018-04-27,Male,Organised,1,1,6.4,0.28,Janitor
2022-08-16,Male,Unorganised,1,5,0,0.56,Security Guard
2018-11-01,Male,Unorganised,3,7,4.1,0.57,Laundry Attendant
2018-12-15,Female,Unorganised,3,7,2.9,0.11,Janitor
2023-06-06,Male,Organised,4,4,1.8,0.85,Housekeeper
2022-12-14,Female,Unorganised,3,9,5,0.16,Housekeeping Manager
2019-06-29,Male,Unorganised,2,7,4.9,0.19,Security Guard
2022-11-12,Female,Unorganised,3,3,3.1,0.48,Security Guard
2020-10-04,Male,Organised,0,8,6.8,0.48,Cook
2018-04-13,Female,Organised,0,9,6.1,0.05,Laundry Attendant
2022-10-10,Female,Unorganised,3,2,6.5,0.11,Kitchen Helper
2024-05-27,Male,Unorganised,0,9,0,0.51,Janitor
2024-06-26,Female,Organised,2,4,6.3,0.56,Kitchen Helper
2019-07-15,Male,Organised,0,10,1.8,0.11,Housekeeping Manager
2021-03-09,Female,Organised,4,6,5,0.26,Cleaner
2019-01-25,Male,Organised,1,2,6.5,0.38,Maintenance Staff
2021-11-13,Male,Organised,0,4,5.3,0.47,Janitor
2021-08-12,Female,Organised,1,2,10,0.51,Cook
2023-11-24,Female,Organised,0,10,6.8,0,Housekeeping Manager
2023-10-19,Female,Unorganised,3,7,4.9,0.42,Security Guard
2023-02-12,Male,Unorganised,3,7,7.5,0.11,Cook
2020-10-20,Male,Unorganised,2,6,6,0.38,Housekeeping Manager
2019-04-06,Male,Organised,1,4,2.6,0.5,Laundry Attendant
2023-06-17,Male,Unorganised,1,6,5.5,0.04,Laundry Attendant
2020-04-18,Male,Organised,2,7,8,0.04,Security Guard
2024-11-12,Female,Unorganised,1,10,4.3,0.05,Housekeeping Manager
2019-09-09,Female,Unorganised,0,8,4.9,0.59,Housekeeping Manager
2020-10-08,Female,Organised,1,9,0.8,0.15,Kitchen Helper
2024-04-25,Female,Organised,4,6,0,0.29,Security Guard
2018-04-18,Male,Organised,4,1,2.6,0.39,Cleaner
2022-07-19,Male,Organised,3,2,8.3,0.4,Janitor
2024-06-13,Male,Organised,0,2,6.1,0.72,Housekeeping Manager
2021-07-22,Male,Organised,0,1,7,0.66,Housekeeping Manager
2022-12-02,Female,Organised,3,1,6.5,0.51,Housekeeper
2022-03-29,Male,Organised,1,4,8.3,0.43,Housekeeper
2023-12-23,Male,Unorganised,2,5,2,0.71,Cook
2021-01-19,Male,Unorganised,1,8,4.9,0.29,Laundry Attendant
2019-02-21,Male,Organised,4,4,3.1,0.71,Cleaner
2021-07-09,Male,Organised,3,1,5.6,0.65,Housekeeper
2018-08-07,Male,Organised,2,2,7.3,0.2,Housekeeping Manager
2021-07-02,Female,Organised,1,8,6.7,0.15,Laundry Attendant
2023-08-11,Female,Unorganised,4,5,5.4,0.29,Laundry Attendant
2022-04-11,Male,Unorganised,4,8,3,0.71,Housekeeping Manager
2020-07-06,Female,Organised,3,10,4.3,0.85,Janitor
2020-05-31,Male,Organised,2,1,4,0.18,Security Guard
2022-10-13,Female,Organised,1,8,5.7,0.38,Cleaner
2019-11-13,Female,Organised,3,3,3,0.5,Janitor
2021-11-22,Female,Organised,4,9,3.8,0.18,Housekeeping Manager
2020-12-25,Male,Organised,2,7,8.7,0.27,Cleaner
2024-01-13,Male,Unorganised,4,4,6.5,0.66,Cleaner
2023-05-21,Male,Organised,2,2,5.5,0.44,Maintenance Staff
2018-02-25,Female,Organised,2,6,8.3,0.29,Housekeeper
2024-03-06,Male,Unorganised,1,3,6,0.55,Housekeeper
2019-11-11,Female,Unorganised,1,3,5.5,0.5,Cook
2021-04-05,Male,Organised,1,7,0,0.11,Laundry Attendant
2021-08-12,Female,Unorganised,1,1,4.4,0.29,Kitchen Helper
2023-09-08,Female,Unorganised,4,4,3.6,0.38,Housekeeping Manager
2021-04-27,Male,Unorganised,1,6,8,0.26,Maintenance Staff
2019-10-02,Female,Unorganised,1,1,6,0.62,Janitor
2022-02-25,Female,Unorganised,2,10,6.9,0.38,Security Guard
2021-01-12,Male,Unorganised,3,3,5.7,0.57,Housekeeper
2021-12-14,Female,Unorganised,0,8,7.3,0.76,Kitchen Helper
2019-01-11,Male,Unorganised,1,1,7.4,0.44,Cleaner
2023-12-13,Female,Organised,4,10,7.7,0.72,Housekeeping Manager
2019-03-13,Male,Unorganised,3,6,6.1,0.52,Kitchen Helper
2024-04-12,Male,Organised,0,6,6.7,0.85,Cleaner
2020-03-18,Male,Unorganised,2,7,5,0.28,Security Guard
2021-06-19,Female,Organised,2,8,6.7,0.36,Housekeeper
2022-12-23,Male,Unorganised,1,7,8,0.63,Housekeeping Manager
2022-08-14,Male,Organised,1,3,5.8,0.39,Kitchen Helper
2020-05-07,Male,Organised,0,2,6.1,0.38,Kitchen Helper
2023-11-24,Female,Unorganised,2,4,4.4,0.26,Cook
2023-04-18,Female,Unorganised,1,3,5,0.43,Maintenance Staff
2018-09-23,Male,Organised,3,1,7.7,0.34,Kitchen Helper
2022-06-14,Male,Unorganised,3,1,6.2,0.2,Janitor
2024-10-05,Female,Unorganised,3,9,9.1,0.72,Maintenance Staff
2020-06-01,Female,Unorganised,0,7,5.1,0.66,Housekeeping Manager
2021-11-05,Male,Unorganised,4,6,4.9,0.7,Maintenance Staff
2023-09-29,Female,Organised,2,1,5.5,0.33,Security Guard
2023-01-12,Male,Organised,3,4,7.4,0.76,Housekeeper
2018-11-24,Female,Unorganised,1,1,5.5,0.26,Housekeeper
2018-04-28,Male,Unorganised,0,10,5.8,0.6,Maintenance Staff
2021-05-31,Female,Organised,2,10,1.8,0.05,Cleaner
2023-03-20,Female,Unorganised,0,8,8.7,0.56,Janitor
2019-04-02,Female,Unorganised,3,7,6.8,0.62,Security Guard
2018-04-22,Female,Organised,0,3,7,0.39,Cleaner
2024-05-17,Female,Unorganised,3,2,6.5,0.35,Laundry Attendant
2021-11-07,Male,Unorganised,2,9,4,0.94,Kitchen Helper
2020-01-31,Male,Organised,2,9,6.5,0.46,Cleaner
2023-03-26,Male,Organised,2,9,7,0.59,Janitor
2018-09-12,Male,Unorganised,1,4,0.8,0.49,Security Guard
2019-02-14,Female,Unorganised,1,9,4.4,0.16,Housekeeping Manager
2024-10-06,Female,Unorganised,0,6,7.6,0.29,Kitchen Helper
2020-02-11,Female,Organised,0,10,6.2,0.7,Cook
2018-08-13,Male,Unorganised,4,8,4,0.76,Security Guard
2021-11-27,Female,Unorganised,1,8,4.4,0.31,Maintenance Staff
2023-10-22,Male,Unorganised,1,8,6.6,0.2,Janitor
2019-04-25,Male,Unorganised,1,4,6,0.27,Janitor
2020-02-01,Female,Organised,0,10,3.8,0.5,Maintenance Staff
2018-12-18,Female,Unorganised,3,6,3.9,0.16,Security Guard
2019-04-01,Female,Organised,1,5,6.3,0.5,Security Guard
2020-08-04,Male,Unorganised,1,7,6.4,0.63,Security Guard
2023-07-08,Female,Unorganised,3,3,4.7,0.15,Housekeeper
2019-08-23,Male,Unorganised,3,7,5.8,0.81,Maintenance Staff
2018-08-07,Female,Unorganised,1,5,2.9,0.6,Cook
2020-06-16,Male,Unorganised,1,10,3.8,0.68,Housekeeper
2023-03-31,Female,Unorganised,0,6,0,0.62,Housekeeper
2018-11-21,Female,Organised,0,2,10,0.22,Cleaner
2022-12-08,Male,Organised,2,8,6.4,0.67,Kitchen Helper
2019-10-15,Female,Unorganised,4,1,5.1,0.31,Kitchen Helper
2022-07-31,Male,Unorganised,0,6,5,0.72,Housekeeper
2023-11-13,Male,Organised,3,3,5.1,0.43,Security Guard
2023-04-02,Male,Unorganised,1,2,9.1,0.41,Cook
2024-02-05,Male,Organised,0,6,7.7,0.32,Cleaner
2022-07-04,Male,Organised,3,3,6.4,0.81,Laundry Attendant
2020-10-20,Male,Unorganised,4,3,6.9,0.81,Janitor
2021-07-27,Male,Organised,3,7,5.4,0.81,Housekeeper
2022-09-09,Female,Organised,3,3,6.2,0.45,Security Guard
2022-10-19,Male,Organised,1,3,5.3,0.63,Cook
2022-08-29,Male,Organised,3,6,5.9,0.12,Maintenance Staff
2018-09-18,Female,Unorganised,3,7,6.3,0.15,Laundry Attendant
2019-12-19,Female,Unorganised,3,1,7,0.05,Maintenance Staff
2021-09-27,Female,Unorganised,0,2,2.9,0.38,Kitchen Helper
2022-10-22,Male,Unorganised,1,8,0,0.42,Cleaner
2019-07-31,Male,Organised,2,10,6.7,0.53,Kitchen Helper
2018-08-20,Female,Unorganised,1,1,2.9,0.2,Housekeeper
2020-10-19,Female,Unorganised,3,10,8,0.42,Cook
2021-06-02,Female,Unorganised,2,5,7.5,0.41,Cook
2019-07-29,Female,Organised,1,8,5.6,0.41,Janitor
2024-05-03,Female,Unorganised,0,9,8.2,0.72,Maintenance Staff
2019-10-19,Male,Unorganised,4,1,6.1,0.11,Security Guard
2020-03-23,Male,Organised,2,5,2,0.94,Laundry Attendant
2023-06-04,Female,Organised,2,7,8.2,0.48,Cook
2018-10-03,Female,Organised,4,5,6.6,0.71,Cook
2020-06-03,Female,Unorganised,0,6,7,0.38,Laundry Attendant
2021-02-27,Female,Organised,1,10,10,0.12,Cook
2021-06-08,Male,Organised,2,7,2.6,0.56,Janitor
2024-10-20,Male,Organised,4,1,6.1,0.61,Housekeeper
2022-03-12,Male,Organised,1,8,5,0.29,Maintenance Staff
2019-05-30,Male,Unorganised,3,10,4.9,0.94,Kitchen Helper
2018-09-30,Female,Unorganised,0,7,6.6,0.28,Janitor
2020-04-22,Male,Organised,2,5,6.3,0.49,Janitor
2020-09-23,Male,Organised,3,1,5.3,0.15,Housekeeping Manager
2024-06-12,Female,Unorganised,3,2,5.9,0.5,Janitor
2022-11-27,Female,Unorganised,0,5,7.4,0.72,Maintenance Staff
2023-01-11,Male,Unorganised,1,3,5.7,0.28,Cleaner
2023-08-31,Male,Organised,4,3,5.3,0.48,Housekeeper
2019-02-05,Male,Unorganised,1,8,6.3,0.79,Cleaner
2019-07-28,Female,Unorganised,4,10,7.5,0.61,Security Guard
2018-01-25,Male,Organised,3,3,6.6,0.11,Kitchen Helper
2021-08-18,Female,Organised,3,5,4.4,0.6,Housekeeper
2023-09-22,Male,Unorganised,4,8,3.6,0.05,Kitchen Helper
2022-09-27,Female,Unorganised,2,9,4.3,0.44,Housekeeping Manager
2018-08-19,Male,Organised,4,7,7.7,0.45,Laundry Attendant
2019-02-07,Female,Unorganised,2,1,6.5,0.55,Janitor
2019-08-19,Female,Unorganised,1,6,0,0.11,Maintenance Staff
2023-02-02,Female,Unorganised,0,6,9.1,0.6,Kitchen Helper
2024-05-13,Male,Unorganised,4,6,9.2,0.46,Kitchen Helper
2021-11-16,Male,Organised,0,7,4.3,0.91,Cleaner
2023-03-02,Female,Unorganised,2,10,4,0.65,Laundry Attendant
2019-01-23,Male,Unorganised,4,9,2,0.12,Security Guard
2019-02-27,Female,Organised,4,8,5.4,0.11,Laundry Attendant
2019-12-22,Male,Organised,2,7,7.4,0.12,Cleaner
2021-07-26,Male,Organised,1,2,6.9,0.12,Kitchen Helper
2022-07-04,Male,Unorganised,1,3,6.4,0.59,Cook
2023-03-17,Male,Unorganised,3,6,5.4,0.94,Laundry Attendant
2023-08-12,Male,Unorganised,1,2,7.5,0.2,Laundry Attendant
2019-03-25,Male,Organised,4,9,0.8,0.62,Maintenance Staff
2018-02-03,Female,Organised,3,3,5.9,0.5,Housekeeping Manager
2024-04-29,Male,Organised,4,3,6.9,0.27,Janitor
2024-05-01,Female,Unorganised,3,6,1.8,0.48,Housekeeper
2023-03-10,Female,Organised,4,5,7,0.76,Housekeeping Manager
2023-10-31,Female,Organised,2,3,3,0.22,Maintenance Staff
2020-02-05,Male,Organised,1,4,0.8,0.59,Kitchen Helper
2023-01-26,Male,Organised,4,7,4.9,0.33,Cleaner
2018-05-31,Female,Unorganised,3,1,6.6,0.61,Janitor
2023-09-13,Male,Organised,4,3,5.5,0.72,Cleaner
2020-06-29,Female,Organised,0,10,3,0.79,Laundry Attendant
2024-12-15,Female,Organised,2,6,8,0.16,Housekeeper
2022-03-07,Female,Unorganised,2,7,5.3,0.2,Security Guard
2019-09-10,Male,Organised,0,7,5.4,0.6,Housekeeper
2024-08-28,Female,Unorganised,3,9,6.7,0.57,Housekeeper
2024-01-03,Male,Unorganised,4,6,7,0.91,Housekeeping Manager
2024-03-18,Female,Organised,2,5,5.6,0.04,Housekeeper
2019-08-05,Male,Unorganised,0,8,2.9,0.63,Laundry Attendant
2023-03-29,Male,Organised,2,1,3,0.76,Janitor
2018-07-20,Female,Unorganised,1,2,8,0,Housekeeper
2021-10-04,Male,Organised,0,5,5.9,0.48,Security Guard
2021-01-31,Male,Unorganised,0,5,4.3,0.39,Housekeeper
2023-12-10,Female,Unorganised,0,5,6.8,0.5,Janitor
2020-01-27,Female,Organised,2,4,5.1,0.65,Janitor
2018-02-07,Male,Organised,0,7,6.8,0.85,Housekeeper
2020-12-14,Male,Unorganised,2,2,2.9,0.32,Kitchen Helper
2019-03-16,Female,Organised,0,7,7.5,0.59,Security Guard
2021-12-11,Male,Organised,3,8,5.7,0,Janitor
2021-06-25,Female,Unorganised,1,9,5.1,0.19,Security Guard
2023-09-23,Male,Unorganised,0,7,2.6,0.26,Cleaner
2024-01-15,Male,Unorganised,4,9,7.9,0.04,Janitor
2024-11-25,Female,Unorganised,4,9,7.5,0.65,Janitor
2018-04-14,Male,Organised,2,6,9.2,0.59,Laundry Attendant
2022-01-09,Female,Organised,2,6,3.6,0.41,Security Guard
2019-05-06,Female,Organised,2,1,7.7,0.34,Housekeeping Manager
2021-01-16,Male,Organised,3,6,3,0.48,Security Guard
2019-11-13,Female,Unorganised,4,8,6,0.28,Security Guard
2022-01-03,Female,Unorganised,4,8,5.6,0.22,Cleaner
2022-12-22,Male,Organised,2,1,5.3,0.4,Laundry Attendant
2018-06-28,Male,Organised,3,2,8.7,0.43,Maintenance Staff
2022-06-01,Female,Organised,1,5,6.2,0.46,Laundry Attendant
2024-08-27,Female,Organised,4,4,2,0.31,Housekeeper
2021-08-13,Female,Unorganised,3,4,8.2,0.36,Maintenance Staff
2018-08-10,Female,Unorganised,3,2,4.3,0.8,Cleaner
2023-05-30,Male,Unorganised,1,4,5,0.41,Cleaner
2020-06-30,Male,Organised,3,8,2.9,0.22,Cleaner
2018-08-15,Female,Unorganised,3,4,2,0.65,Cleaner
2024-02-21,Male,Unorganised,2,1,5.6,0.66,Janitor
2021-07-03,Female,Organised,1,9,5.6,0.18,Kitchen Helper
2023-02-19,Female,Unorganised,2,2,6.7,0.42,Laundry Attendant
2019-11-03,Female,Unorganised,0,9,5,0.91,Laundry Attendant
2020-12-27,Female,Unorganised,2,6,3.1,0.11,Maintenance Staff
2022-10-04,Male,Unorganised,4,4,1.8,0.65,Cleaner
2019-07-25,Male,Organised,4,8,6.6,0.38,Cook
2020-03-19,Female,Organised,4,4,2.9,0.62,Security Guard
2018-01-11,Male,Unorganised,0,10,8,0.2,Janitor
2020-10-20,Female,Organised,0,1,5.8,0.49,Kitchen Helper
2024-10-29,Male,Organised,2,1,6,0.44,Housekeeping Manager
2024-08-13,Male,Unorganised,3,3,6.2,0.05,Cook
2018-09-10,Female,Organised,1,7,9.1,0.22,Housekeeping Manager
2020-02-29,Female,Organised,3,6,6.8,0.81,Cleaner
2018-11-11,Male,Unorganised,3,4,4,0.42,Security Guard
2023-05-19,Female,Unorganised,1,9,0,0.32,Housekeeper
2019-07-02,Male,Organised,1,3,6,0.65,Kitchen Helper
2023-11-01,Female,Unorganised,0,6,10,0.36,Cook
2022-06-07,Female,Unorganised,2,2,6.4,0.12,Housekeeping Manager
2019-05-14,Female,Organised,4,9,1.8,0.49,Kitchen Helper
2022-09-30,Female,Organised,4,9,5.1,0.33,Janitor
2022-07-20,Female,Unorganised,0,5,7.3,0.7,Laundry Attendant
2018-12-10,Male,Unorganised,3,1,8.2,0.62,Housekeeping Manager
2022-01-26,Female,Unorganised,1,9,6.5,0.7,Security Guard
2022-08-11,Female,Unorganised,4,5,5.8,0.27,Laundry Attendant
2024-03-01,Female,Organised,2,9,9.2,0.56,Maintenance Staff
2018-10-20,Male,Organised,2,1,7.3,0.41,Janitor
2024-01-10,Male,Unorganised,2,10,6.8,0.26,Cook
2018-02-06,Male,Organised,0,8,8.7,0.11,Laundry Attendant
2024-03-02,Male,Unorganised,2,6,7.4,0.35,Housekeeper
2021-10-02,Male,Organised,2,3,6,0.7,Cleaner
2018-04-02,Female,Organised,4,10,7.7,0.94,Janitor
2021-05-28,Male,Unorganised,4,4,4.7,0.31,Cook
2024-11-08,Male,Unorganised,2,9,6.7,0.59,Maintenance Staff
2023-03-12,Male,Unorganised,0,1,7.7,0.41,Housekeeper
2021-09-19,Female,Unorganised,1,1,5.1,0.5,Cleaner
2024-07-11,Female,Organised,4,7,5.3,0.15,Cleaner
2023-12-17,Female,Organised,2,4,2.9,0.2,Kitchen Helper
2021-09-19,Female,Organised,3,10,6.9,0.91,Janitor
2024-05-17,Female,Unorganised,3,3,5.1,0.12,Kitchen Helper
2021-07-09,Male,Organised,4,10,6.6,0.32,Housekeeping Manager
2023-03-30,Male,Unorganised,2,3,5.9,0.56,Housekeeper
2024-09-05,Female,Organised,3,1,6,0.19,Security Guard
2024-03-17,Female,Organised,2,2,8.3,0.81,Cook
2022-12-03,Male,Organised,0,9,4.3,0.72,Maintenance Staff
2022-05-15,Male,Organised,4,5,7.4,0.26,Maintenance Staff
2021-09-01,Female,Organised,0,1,8.3,0.46,Kitchen Helper
2021-01-13,Male,Organised,1,1,4,0.48,Kitchen Helper
2023-11-12,Female,Organised,3,9,1.8,0.34,Maintenance Staff
2019-10-27,Female,Unorganised,4,7,1.8,0.31,Janitor
2021-10-29,Female,Organised,4,10,3.8,0.45,Housekeeping Manager
2022-08-15,Female,Organised,2,5,8,0.42,Security Guard
2023-01-03,Female,Unorganised,4,3,6.3,0.34,Housekeeping Manager
2020-11-25,Female,Organised,0,2,8,0.67,Security Guard
2019-07-15,Female,Unorganised,1,10,0.8,0.52,Security Guard
2020-07-15,Female,Organised,2,1,3.6,0.43,Janitor
2022-04-30,Female,Organised,3,10,8.2,0.39,Housekeeper
2019-05-09,Male,Unorganised,1,7,6.2,0.61,Housekeeper
2020-06-05,Female,Organised,2,4,6.9,0.11,Kitchen Helper
2022-07-30,Female,Organised,1,9,6.8,0.55,Maintenance Staff
2024-04-29,Male,Organised,2,2,4.3,0.41,Laundry Attendant
2023-07-04,Male,Organised,4,5,9.2,0.59,Maintenance Staff
2019-05-20,Female,Organised,2,8,7.7,0.41,Security Guard
2023-06-18,Female,Organised,3,2,6.6,0.46,Cook
2021-11-13,Female,Unorganised,3,9,2,0.15,Kitchen Helper
2019-06-25,Male,Organised,1,10,6.7,0.59,Kitchen Helper
2021-08-10,Male,Organised,1,7,3.6,0.85,Cook
2018-11-12,Male,Unorganised,1,6,7,0.33,Kitchen Helper
2024-12-26,Female,Organised,4,7,5.4,0.79,Laundry Attendant
2023-01-01,Male,Unorganised,2,4,6.8,0.45,Housekeeper
2023-12-18,Female,Unorganised,1,7,5,0.12,Cook
2019-03-10,Male,Unorganised,4,2,5.6,0.71,Cleaner
2019-04-27,Male,Organised,1,10,6.3,0.45,Maintenance Staff
2021-06-23,Female,Unorganised,3,5,6.7,0.29,Housekeeper
2018-03-11,Female,Organised,0,8,7,0.36,Housekeeping Manager
2018-02-03,Male,Organised,1,7,7.6,0.29,Laundry Attendant
2018-06-12,Male,Unorganised,0,1,4.9,0.11,Kitchen Helper
2023-12-29,Female,Unorganised,0,8,6.9,0.36,Housekeeping Manager
2022-07-01,Female,Organised,2,7,3.6,0.62,Cleaner
2023-04-05,Female,Organised,0,9,6,0.26,Security Guard
2022-08-02,Female,Unorganised,3,1,5.8,0.26,Janitor
2023-02-15,Female,Unorganised,2,5,2,0.4,Janitor
2022-09-12,Female,Unorganised,1,8,6.5,0.65,Cook
2019-06-04,Male,Organised,0,3,6.1,0.39,Janitor
2024-06-01,Female,Organised,0,6,7.5,0.47,Cook
2022-04-03,Female,Unorganised,3,1,5.6,0.48,Maintenance Staff
2019-03-23,Male,Unorganised,1,2,8.3,0.26,Kitchen Helper
2024-01-15,Male,Organised,3,9,6.5,0.81,Housekeeper
2021-07-03,Male,Unorganised,1,6,8.3,0.2,Security Guard
2020-05-19,Female,Unorganised,0,9,3.8,0.62,Kitchen Helper
2020-09-10,Male,Organised,4,7,5,0.59,Kitchen Helper
2018-12-19,Female,Organised,1,4,7.4,0.85,Housekeeping Manager
2023-03-14,Female,Organised,4,8,6.8,0.56,Janitor
2019-06-25,Female,Unorganised,2,1,8.3,0.33,Housekeeping Manager
2020-12-06,Male,Organised,4,1,5.5,0.2,Kitchen Helper
2019-08-17,Male,Organised,3,7,4,0.48,Kitchen Helper
2023-10-22,Female,Organised,1,5,2,0.19,Housekeeping Manager
2018-05-23,Male,Unorganised,2,10,5.7,0.18,Maintenance Staff
2024-08-10,Male,Organised,1,5,6.1,0.76,Janitor
2020-04-02,Male,Organised,2,7,0.8,0.26,Housekeeper
2024-08-03,Female,Unorganised,3,2,5.8,0.6,Laundry Attendant
2022-06-27,Female,Unorganised,4,6,0.8,0.61,Security Guard
2024-02-16,Male,Unorganised,1,8,5.3,0.37,Kitchen Helper
2018-05-17,Male,Organised,2,6,6.1,0.28,Kitchen Helper
2019-03-12,Male,Organised,1,6,5.1,0.46,Maintenance Staff
